MIB Module,Object Name,OID,Kind,Syntax,Access,Description
ML540M-QOS-MIB,ml540mQosConfigQceTableRowEditorLlcControlMask,1.3.6.1.4.1.5468.100.14.1.2.3.2.205,scalar,VTSSUnsigned8,read-write,Indicates the 8 bit LLC Control mask. Valid values are 0x00 or 0xFF. This object can only be configured if FrameType is llc(2).
ML540M-QOS-MIB,ml540mQosConfigQceTableRowEditorSnapPid,1.3.6.1.4.1.5468.100.14.1.2.3.2.302,scalar,VTSSUnsigned16,read-write,Indicates the packet's 16 bit SNAP PID field. The packets SNAP PID field is AND-ed with the value of SnapPidMask and then compared against the value o
ML540M-QOS-MIB,ml540mQosConfigQceTableRowEditorSnapPidMask,1.3.6.1.4.1.5468.100.14.1.2.3.2.303,scalar,VTSSUnsigned16,read-write,Indicates the 16 bit SNAP PID mask. Valid values are 0x0000 or 0xFFFF. This object can only be configured if FrameType is snap(3).
ML540M-QOS-MIB,ml540mQosConfigQceTableRowEditorIpv4Fragment,1.3.6.1.4.1.5468.100.14.1.2.3.2.400,scalar,VTSSBitType,read-write,Indicates how an IPv4 fragment bit is to be compared. This object can only be configured if FrameType is ipv4(4).
ML540M-QOS-MIB,ml540mQosConfigQceTableRowEditorIpv4DscpOp,1.3.6.1.4.1.5468.100.14.1.2.3.2.401,scalar,VTSSASRType,read-write,Indicates how an IPv4 DSCP field is to be compared. This object can only be configured if FrameType is ipv4(4).
ML540M-QOS-MIB,ml540mQosConfigQceTableRowEditorIpv4Dscp,1.3.6.1.4.1.5468.100.14.1.2.3.2.402,scalar,VTSSUnsigned16,read-write,"The DSCP value to be compared. If the Ipv4DscpOp object in the same row is range(2), this object will be the starting DSCP value of the range. Valid r"
ML540M-QOS-MIB,ml540mQosConfigQceTableRowEditorIpv4DscpRange,1.3.6.1.4.1.5468.100.14.1.2.3.2.403,scalar,VTSSUnsigned16,read-write,"The DSCP value to be compared. If the Ipv4DscpOp object in the same row is range(2), this object will be the ending DSCP value of the range. Valid ran"
ML540M-QOS-MIB,ml540mQosConfigQceTableRowEditorIpv4Protocol,1.3.6.1.4.1.5468.100.14.1.2.3.2.404,scalar,VTSSUnsigned8,read-write,The protocol number field in the IPv4 header used to indicate a higher layer protocol. The packets protocol number field is AND-ed with the value of I
ML540M-QOS-MIB,ml540mQosConfigQceTableRowEditorIpv4ProtocolMask,1.3.6.1.4.1.5468.100.14.1.2.3.2.405,scalar,VTSSUnsigned8,read-write,The specified IPv4 protocol number mask. Valid values are 0 or 255. This object can only be configured if FrameType is ipv4(4).
ML540M-QOS-MIB,ml540mQosConfigQceTableRowEditorIpv4SrcIp,1.3.6.1.4.1.5468.100.14.1.2.3.2.406,scalar,IpAddress,read-write,The specified IPv4 source address. The packets source address is AND-ed with the value of Ipv4SrcIpMask and then compared with the value of this objec
ML540M-QOS-MIB,ml540mQosConfigQceTableRowEditorIpv4SrcIpMask,1.3.6.1.4.1.5468.100.14.1.2.3.2.407,scalar,IpAddress,read-write,The specified IPv4 source address mask. This object can only be configured if FrameType is ipv4(4).
ML540M-QOS-MIB,ml540mQosConfigQceTableRowEditorIpv4DestIp,1.3.6.1.4.1.5468.100.14.1.2.3.2.408,scalar,IpAddress,read-write,The specified IPv4 destination address. The packets destination address is AND-ed with the value of Ipv4DestIpMask and then compared with the value of
ML540M-QOS-MIB,ml540mQosConfigQceTableRowEditorIpv4DestIpMask,1.3.6.1.4.1.5468.100.14.1.2.3.2.409,scalar,IpAddress,read-write,The specified IPv4 destination address mask. This object can only be configured if FrameType is ipv4(4). This object is only valid if QosCapabilitiesH
ML540M-QOS-MIB,ml540mQosConfigQceTableRowEditorIpv4SrcPortOp,1.3.6.1.4.1.5468.100.14.1.2.3.2.410,scalar,VTSSASRType,read-write,Indicates how a packet's source TCP/UDP port number is to be compared. This object can only be configured if FrameType is ipv4(4).
ML540M-QOS-MIB,ml540mQosConfigQceTableRowEditorIpv4SrcPort,1.3.6.1.4.1.5468.100.14.1.2.3.2.411,scalar,VTSSUnsigned16,read-write,"The source port number of the TCP or UDP protocol. If the Ipv4SrcPortOp object in the same row is range(2), this object will be the starting port numb"
ML540M-QOS-MIB,ml540mQosConfigQceTableRowEditorIpv4SrcPortRange,1.3.6.1.4.1.5468.100.14.1.2.3.2.412,scalar,VTSSUnsigned16,read-write,"The source port number of the TCP or UDP protocol. If the Ipv4SrcPortOp object in the same row is range(2), this object will be the ending port number"
ML540M-QOS-MIB,ml540mQosConfigQceTableRowEditorIpv4DestPortOp,1.3.6.1.4.1.5468.100.14.1.2.3.2.413,scalar,VTSSASRType,read-write,Indicates how a packet's destination TCP/UDP port number is to be compared. This object can only be configured if FrameType is ipv4(4).
ML540M-QOS-MIB,ml540mQosConfigQceTableRowEditorIpv4DestPort,1.3.6.1.4.1.5468.100.14.1.2.3.2.414,scalar,VTSSUnsigned16,read-write,"The destination port number of the TCP or UDP protocol. If the Ipv4DestPortOp object in the same row is range(2), this object will be the starting por"
ML540M-QOS-MIB,ml540mQosConfigQceTableRowEditorIpv4DestPortRange,1.3.6.1.4.1.5468.100.14.1.2.3.2.415,scalar,VTSSUnsigned16,read-write,"The source port number of the TCP or UDP protocol. If the Ipv4DestPortOp object in the same row is range(2), this object will be the ending port numbe"
ML540M-QOS-MIB,ml540mQosConfigQceTableRowEditorIpv6DscpOp,1.3.6.1.4.1.5468.100.14.1.2.3.2.500,scalar,VTSSASRType,read-write,Indicates how an IPv6 DSCP field is to be compared. This object can only be configured if FrameType is ipv6(5).
ML540M-QOS-MIB,ml540mQosConfigQceTableRowEditorIpv6Dscp,1.3.6.1.4.1.5468.100.14.1.2.3.2.501,scalar,VTSSUnsigned16,read-write,"The DSCP value to be compared. If the Ipv6DscpOp object in the same row is range(2), this object will be the starting DSCP value of the range. Valid r"
ML540M-QOS-MIB,ml540mQosConfigQceTableRowEditorIpv6DscpRange,1.3.6.1.4.1.5468.100.14.1.2.3.2.502,scalar,VTSSUnsigned16,read-write,"The DSCP value to be compared. If the Ipv6DscpOp object in the same row is range(2), this object will be the ending DSCP value of the range. Valid ran"
ML540M-QOS-MIB,ml540mQosConfigQceTableRowEditorIpv6Protocol,1.3.6.1.4.1.5468.100.14.1.2.3.2.503,scalar,VTSSUnsigned8,read-write,The protocol number field in the IPv6 header used to indicate a higher layer protocol. The packets protocol number field is AND-ed with the value of I
ML540M-QOS-MIB,ml540mQosConfigQceTableRowEditorIpv6ProtocolMask,1.3.6.1.4.1.5468.100.14.1.2.3.2.504,scalar,VTSSUnsigned8,read-write,The specified IPv6 protocol number mask. Valid values are 0 or 255. This object can only be configured if FrameType is ipv6(5).
ML540M-QOS-MIB,ml540mQosConfigQceTableRowEditorIpv6SrcIp,1.3.6.1.4.1.5468.100.14.1.2.3.2.506,scalar,InetAddressIPv6,read-write,The specified IPv6 source address. The packets source address is AND-ed with the value of Ipv6SrcIpMask and then compared with the value of this objec
ML540M-QOS-MIB,ml540mQosConfigQceTableRowEditorIpv6SrcIpMask,1.3.6.1.4.1.5468.100.14.1.2.3.2.508,scalar,InetAddressIPv6,read-write,The specified IPv6 source address mask. Only the least significant 32 bits of this object are used. This object can only be configured if FrameType is
ML540M-QOS-MIB,ml540mQosConfigQceTableRowEditorIpv6DestIp,1.3.6.1.4.1.5468.100.14.1.2.3.2.510,scalar,InetAddressIPv6,read-write,The specified IPv6 destination address. The packets destination address is AND-ed with the value of Ipv6DestIpMask and then compared with the value of
ML540M-QOS-MIB,ml540mQosConfigQceTableRowEditorIpv6DestIpMask,1.3.6.1.4.1.5468.100.14.1.2.3.2.512,scalar,InetAddressIPv6,read-write,The specified IPv6 destination address mask. Only the least significant 32 bits of this object are used. This object can only be configured if FrameTy
ML540M-QOS-MIB,ml540mQosConfigQceTableRowEditorIpv6SrcPortOp,1.3.6.1.4.1.5468.100.14.1.2.3.2.513,scalar,VTSSASRType,read-write,Indicates how a packet's source TCP/UDP port number is to be compared. This object can only be configured if FrameType is ipv6(5).
ML540M-QOS-MIB,ml540mQosConfigQceTableRowEditorIpv6SrcPort,1.3.6.1.4.1.5468.100.14.1.2.3.2.514,scalar,VTSSUnsigned16,read-write,"The source port number of the TCP or UDP protocol. If the Ipv6SrcPortOp object in the same row is range(2), this object will be the starting port numb"
ML540M-QOS-MIB,ml540mQosConfigQceTableRowEditorIpv6SrcPortRange,1.3.6.1.4.1.5468.100.14.1.2.3.2.515,scalar,VTSSUnsigned16,read-write,"The source port number of the TCP or UDP protocol. If the Ipv6SrcPortOp object in the same row is range(2), this object will be the ending port number"
ML540M-QOS-MIB,ml540mQosConfigQceTableRowEditorIpv6DestPortOp,1.3.6.1.4.1.5468.100.14.1.2.3.2.516,scalar,VTSSASRType,read-write,Indicates how a packet's destination TCP/UDP port number is to be compared. This object can only be configured if FrameType is ipv6(5).
ML540M-QOS-MIB,ml540mQosConfigQceTableRowEditorIpv6DestPort,1.3.6.1.4.1.5468.100.14.1.2.3.2.517,scalar,VTSSUnsigned16,read-write,"The destination port number of the TCP or UDP protocol. If the Ipv6DestPortOp object in the same row is range(2), this object will be the starting por"
ML540M-QOS-MIB,ml540mQosConfigQceTableRowEditorIpv6DestPortRange,1.3.6.1.4.1.5468.100.14.1.2.3.2.518,scalar,VTSSUnsigned16,read-write,"The source port number of the TCP or UDP protocol. If the Ipv6DestPortOp object in the same row is range(2), this object will be the ending port numbe"
ML540M-QOS-MIB,ml540mQosConfigQceTableRowEditorActionCosEnable,1.3.6.1.4.1.5468.100.14.1.2.3.2.1000,scalar,TruthValue,read-write,"If true, the packet is classified to the CoS value in ActionCos."
ML540M-QOS-MIB,ml540mQosConfigQceTableRowEditorActionCos,1.3.6.1.4.1.5468.100.14.1.2.3.2.1001,scalar,Unsigned32,read-write,The CoS value used for classification. Valid range is qosCapabilitiesClassMin-qosCapabilitiesClassMax.
ML540M-QOS-MIB,ml540mQosConfigQceTableRowEditorActionDplEnable,1.3.6.1.4.1.5468.100.14.1.2.3.2.1002,scalar,TruthValue,read-write,"If true, the packet is classified to the DPL value in ActionDpl."
ML540M-QOS-MIB,ml540mQosConfigQceTableRowEditorActionDpl,1.3.6.1.4.1.5468.100.14.1.2.3.2.1003,scalar,VTSSUnsigned8,read-write,The DPL value used for classification. Valid range is qosCapabilitiesDplMin-qosCapabilitiesDplMax.
ML540M-QOS-MIB,ml540mQosConfigQceTableRowEditorActionDscpEnable,1.3.6.1.4.1.5468.100.14.1.2.3.2.1004,scalar,TruthValue,read-write,"If true, the packet is classified to the DSCP value in ActionDscp."
ML540M-QOS-MIB,ml540mQosConfigQceTableRowEditorActionDscp,1.3.6.1.4.1.5468.100.14.1.2.3.2.1005,scalar,VTSSUnsigned8,read-write,The DSCP value used for classification. Valid range is 0-63.
ML540M-QOS-MIB,ml540mQosConfigQceTableRowEditorActionPcpDeiEnable,1.3.6.1.4.1.5468.100.14.1.2.3.2.1006,scalar,TruthValue,read-write,"If true, the packet is classified to the PCP value in ActionPcp and the DEI value in ActionDei. This object is only valid if QosCapabilitiesHasQceActi"
ML540M-QOS-MIB,ml540mQosConfigQceTableRowEditorActionPcp,1.3.6.1.4.1.5468.100.14.1.2.3.2.1007,scalar,Unsigned32,read-write,The PCP value used for classification. Valid range is 0-7. This object is only valid if QosCapabilitiesHasQceActionPcpDei is true.
ML540M-QOS-MIB,ml540mQosConfigQceTableRowEditorActionDei,1.3.6.1.4.1.5468.100.14.1.2.3.2.1008,scalar,VTSSUnsigned8,read-write,The DEI value used for classification. Valid range is 0-1. This object is only valid if QosCapabilitiesHasQceActionPcpDei is true.
ML540M-QOS-MIB,ml540mQosConfigQceTableRowEditorActionPolicyEnable,1.3.6.1.4.1.5468.100.14.1.2.3.2.1009,scalar,TruthValue,read-write,"If true, the packet is classified to the policy number in ActionPolicy. This object is only valid if QosCapabilitiesHasQceActionPolicy is true."
ML540M-QOS-MIB,ml540mQosConfigQceTableRowEditorActionPolicy,1.3.6.1.4.1.5468.100.14.1.2.3.2.1010,scalar,Unsigned32,read-write,The policy number used for classification. Valid range is documented in the ACL MIB. This object is only valid if QosCapabilitiesHasQceActionPcpDei is
ML540M-QOS-MIB,ml540mQosConfigQceTableRowEditorAction,1.3.6.1.4.1.5468.100.14.1.2.3.2.10000,scalar,VTSSRowEditorState,read-write,Action
ML540M-QOS-MIB,ml540mQosConfigQcePrecedenceIndex,1.3.6.1.4.1.5468.100.14.1.2.3.3.1.1,column,Integer32 (0..2147483647),not-accessible,QCE precedence index. Indicates the position in QCL.
ML540M-QOS-MIB,ml540mQosConfigQcePrecedenceQceId,1.3.6.1.4.1.5468.100.14.1.2.3.3.1.2,column,Unsigned32,read-only,QCE Id.
ML540M-QOS-MIB,ml540mQosStatusInterfaceIfIndex,1.3.6.1.4.1.5468.100.14.1.3.2.1.1.1,column,VTSSInterfaceIndex,not-accessible,Logical interface index.
ML540M-QOS-MIB,ml540mQosStatusInterfaceCos,1.3.6.1.4.1.5468.100.14.1.3.2.1.1.2,column,Unsigned32,read-only,Some subsystems are allowed to modify the default CoS value for an interface. This object shows the actual default CoS value a packet is classified to
ML540M-QOS-MIB,ml540mQosStatusInterfaceSchedulerIfIndex,1.3.6.1.4.1.5468.100.14.1.3.2.2.1.1,column,VTSSInterfaceIndex,not-accessible,Logical interface index.
ML540M-QOS-MIB,ml540mQosStatusInterfaceSchedulerQueue,1.3.6.1.4.1.5468.100.14.1.3.2.2.1.2,column,Integer32 (0..7),not-accessible,Queue index.
ML540M-QOS-MIB,ml540mQosStatusInterfaceSchedulerWeight,1.3.6.1.4.1.5468.100.14.1.3.2.2.1.3,column,VTSSPercent,read-only,The weight for this queue. Valid range is 1-100.
ML540M-QOS-MIB,ml540mQosStatusQceSwitchId,1.3.6.1.4.1.5468.100.14.1.3.3.1.1.1,column,Unsigned32,not-accessible,Switch Id index.
ML540M-QOS-MIB,ml540mQosStatusQceIndex,1.3.6.1.4.1.5468.100.14.1.3.3.1.1.2,column,Integer32 (0..2147483647),not-accessible,QCE precedence index. Indicates the position in QCL.
ML540M-QOS-MIB,ml540mQosStatusQceUserId,1.3.6.1.4.1.5468.100.14.1.3.3.1.1.3,column,VTSSQosQceUserType,read-only,User Id.
ML540M-QOS-MIB,ml540mQosStatusQceQceId,1.3.6.1.4.1.5468.100.14.1.3.3.1.1.4,column,Unsigned32,read-only,QCE Id.
ML540M-QOS-MIB,ml540mQosStatusQceConflict,1.3.6.1.4.1.5468.100.14.1.3.3.1.1.100,column,TruthValue,read-only,"If true, a resource conflict is detected."
ML540M-QOS-MIB,ml540mQosControlQceConflictResolve,1.3.6.1.4.1.5468.100.14.1.4.3.1,scalar,TruthValue,read-write,"Set to true to resolve resource conflicts. If different components competes for the same resources in the switch, it is possible that some of resource"
ML540M-ACL-MIB,ml540mAclCapabilitiesAceIdMax,1.3.6.1.4.1.5468.100.17.1.1.1,scalar,Unsigned32,read-only,Maximum ID of ACE.
ML540M-ACL-MIB,ml540mAclCapabilitiesPolicyIdMax,1.3.6.1.4.1.5468.100.17.1.1.2,scalar,Unsigned32,read-only,Maximum ID of policy.
ML540M-ACL-MIB,ml540mAclCapabilitiesRateLimiterIdMax,1.3.6.1.4.1.5468.100.17.1.1.3,scalar,Unsigned32,read-only,Maximum ID of rate limiter.
ML540M-ACL-MIB,ml540mAclCapabilitiesEvcPolicerIdMax,1.3.6.1.4.1.5468.100.17.1.1.4,scalar,Unsigned32,read-only,Maximum ID of EVC policer.
ML540M-ACL-MIB,ml540mAclCapabilitiesRateLimiterBitRateSupported,1.3.6.1.4.1.5468.100.17.1.1.5,scalar,TruthValue,read-only,"If true, the rate limiter can be configured by bit rate."
ML540M-ACL-MIB,ml540mAclCapabilitiesEvcPolicerSupported,1.3.6.1.4.1.5468.100.17.1.1.6,scalar,TruthValue,read-only,"If true, EVC policer can be configured."
ML540M-ACL-MIB,ml540mAclCapabilitiesMirrorSupported,1.3.6.1.4.1.5468.100.17.1.1.7,scalar,TruthValue,read-only,"If true, mirror action is supported."
ML540M-ACL-MIB,ml540mAclCapabilitiesMultipleRedirectPortsSupported,1.3.6.1.4.1.5468.100.17.1.1.8,scalar,TruthValue,read-only,"If true, redirect port list can be configured with multiple ports. If false, redirect port list can be configured with only one single port."
ML540M-ACL-MIB,ml540mAclCapabilitiesSecondLookupSupported,1.3.6.1.4.1.5468.100.17.1.1.9,scalar,TruthValue,read-only,"If true, second lookup can be configured."
ML540M-ACL-MIB,ml540mAclCapabilitiesMultipleIngressPortsSupported,1.3.6.1.4.1.5468.100.17.1.1.10,scalar,TruthValue,read-only,"If true, ingress port list can be configured with multiple ports. If false, ingress port list can be configured with only one single port."
ML540M-ACL-MIB,ml540mAclCapabilitiesEgressPortSupported,1.3.6.1.4.1.5468.100.17.1.1.11,scalar,TruthValue,read-only,"If true, egress port list can be configured."
ML540M-ACL-MIB,ml540mAclCapabilitiesVlanTaggedSupported,1.3.6.1.4.1.5468.100.17.1.1.12,scalar,TruthValue,read-only,"If true, VLAN tagged can be configured."
ML540M-ACL-MIB,ml540mAclCapabilitiesStackableAceSupported,1.3.6.1.4.1.5468.100.17.1.1.13,scalar,TruthValue,read-only,"If true, stackable ACE is supported. The 'switch' and 'switchport' ACE ingress type can be configured. Otherwize, only 'any' and 'specific' ACE ingres"
ML540M-ACL-MIB,ml540mAclConfigInterfaceConfigIfIndex,1.3.6.1.4.1.5468.100.17.1.2.2.1.1.1,column,VTSSInterfaceIndex,not-accessible,The index of logical interface.
ML540M-ACL-MIB,ml540mAclConfigInterfaceConfigPolicyId,1.3.6.1.4.1.5468.100.17.1.2.2.1.1.2,column,Unsigned32,read-write,The policy ID.
ML540M-ACL-MIB,ml540mAclConfigInterfaceConfigHitAction,1.3.6.1.4.1.5468.100.17.1.2.2.1.1.101,column,VTSSAclHitAction,read-write,The hit action operation for this interface. egress(2) is not supported.
ML540M-ACL-MIB,ml540mAclConfigInterfaceConfigRedirectPortList,1.3.6.1.4.1.5468.100.17.1.2.2.1.1.102,column,VTSSPortList,read-write,The redirect port list for this interface.
ML540M-ACL-MIB,ml540mAclConfigInterfaceConfigRateLimiterId,1.3.6.1.4.1.5468.100.17.1.2.2.1.1.103,column,Unsigned32,read-write,The rate limiter ID. 0 means to be disabled.
ML540M-ACL-MIB,ml540mAclConfigInterfaceConfigEvcPolicerId,1.3.6.1.4.1.5468.100.17.1.2.2.1.1.104,column,VTSSUnsigned16,read-write,The EVC policer ID. 0 means to be disabled. This object is only available if the capability object 'ml540mAclCapabilitiesEvcPolicerSupported' is True.
ML540M-ACL-MIB,ml540mAclConfigInterfaceConfigMirror,1.3.6.1.4.1.5468.100.17.1.2.2.1.1.105,column,TruthValue,read-write,The mirror operation. Frames matching this interface rule are mirrored to the destination mirror port that is configured in the mirror modules. This o
ML540M-ACL-MIB,ml540mAclConfigInterfaceConfigLogging,1.3.6.1.4.1.5468.100.17.1.2.2.1.1.106,column,TruthValue,read-write,Specify the logging operation of the interface. Notice that the logging message doesn't include the 4 bytes CRC information. The allowed values are: T
ML540M-ACL-MIB,ml540mAclConfigInterfaceConfigShutdown,1.3.6.1.4.1.5468.100.17.1.2.2.1.1.107,column,TruthValue,read-write,"Specify the port shut down operation of the interface. The allowed values are: True - If a frame matches the interface rule, the ingress port will be "
ML540M-ACL-MIB,ml540mAclConfigRateLimiterRateLimiterId,1.3.6.1.4.1.5468.100.17.1.2.3.1.1,column,Integer32 (0..2147483647),not-accessible,The rate limter ID.
ML540M-ACL-MIB,ml540mAclConfigRateLimiterBitRateEnable,1.3.6.1.4.1.5468.100.17.1.2.3.1.2,column,TruthValue,read-write,Use bit rate policing instead of packet rate. True means bit rate is used and false means packet rate is used. This object is only available if the ca
ML540M-ACL-MIB,ml540mAclConfigRateLimiterBitRate,1.3.6.1.4.1.5468.100.17.1.2.3.1.3,column,Unsigned32,read-write,Bit rate in kbps. This object is only available if the capability object 'ml540mAclCapabilitiesRateLimiterBitRateSupported' is True.
ML540M-ACL-MIB,ml540mAclConfigRateLimiterPacketRate,1.3.6.1.4.1.5468.100.17.1.2.3.1.4,column,Unsigned32,read-write,Packet rate in pps.
ML540M-ACL-MIB,ml540mAclConfigAceAceId,1.3.6.1.4.1.5468.100.17.1.2.4.1.1.1,column,Integer32 (0..2147483647),not-accessible,The ACE ID.
ML540M-ACL-MIB,ml540mAclConfigAceNextAceId,1.3.6.1.4.1.5468.100.17.1.2.4.1.1.2,column,Unsigned32,read-write,The ID of ACE next to this ACE.
ML540M-ACL-MIB,ml540mAclConfigAceHitAction,1.3.6.1.4.1.5468.100.17.1.2.4.1.1.101,column,VTSSAclHitAction,read-write,The hit action operation for this ACE.
ML540M-ACL-MIB,ml540mAclConfigAceRedirectPortList,1.3.6.1.4.1.5468.100.17.1.2.4.1.1.102,column,VTSSPortList,read-write,The redirect port list for this ACE.
ML540M-ACL-MIB,ml540mAclConfigAceRedirectPortListSwitchPort,1.3.6.1.4.1.5468.100.17.1.2.4.1.1.103,column,Unsigned32,read-write,The redirect switch port for this ACE. The object is only abaliable if AclAceIngressPortListMode is switchport. And it is used when this ACE is applie
ML540M-ACL-MIB,ml540mAclConfigAceEgressPortList,1.3.6.1.4.1.5468.100.17.1.2.4.1.1.104,column,VTSSPortList,read-write,The egress port list. The port list is to define what ports are allowed to be egress ports. If the egress port of an incoming frame is in the port lis
ML540M-ACL-MIB,ml540mAclConfigAceRateLimiterId,1.3.6.1.4.1.5468.100.17.1.2.4.1.1.105,column,Unsigned32,read-write,The rate limiter ID. 0 means to be disabled.
ML540M-ACL-MIB,ml540mAclConfigAceEvcPolicerId,1.3.6.1.4.1.5468.100.17.1.2.4.1.1.106,column,VTSSUnsigned16,read-write,The EVC policer ID. 0 means to be disabled. This object is only available if the capability object 'ml540mAclCapabilitiesEvcPolicerSupported' is True.
ML540M-ACL-MIB,ml540mAclConfigAceMirror,1.3.6.1.4.1.5468.100.17.1.2.4.1.1.107,column,TruthValue,read-write,The mirror operation. Frames matching this ACE are mirrored to the destination mirror port that is configured in the mirror module. This object is onl
ML540M-ACL-MIB,ml540mAclConfigAceLogging,1.3.6.1.4.1.5468.100.17.1.2.4.1.1.108,column,TruthValue,read-write,Specify the logging operation of the ACE. Notice that the logging message doesn't include the 4 bytes CRC information. The allowed values are: True - 
ML540M-ACL-MIB,ml540mAclConfigAceShutdown,1.3.6.1.4.1.5468.100.17.1.2.4.1.1.109,column,TruthValue,read-write,"Specify the port shut down operation of the ACE. The allowed values are: True: If a frame matches the ACE, the ingress port will be shuted down. False"
ML540M-ACL-MIB,ml540mAclConfigAceIngressPortListMode,1.3.6.1.4.1.5468.100.17.1.2.4.1.1.201,column,VTSSAclAceIngressPortListMode,read-write,The ingress port list mode for this ACE. The possible mode are: 'any': Indicates this ACE is applied on all switches and all ports. 'specific': Indica
ML540M-ACL-MIB,ml540mAclConfigAceIngressPortList,1.3.6.1.4.1.5468.100.17.1.2.4.1.1.202,column,VTSSPortList,read-write,The ingress port list for this ACE. The object is only abaliable if AclAceIngressPortListMode is specific. And it is used when this ACE is applied on 
ML540M-ACL-MIB,ml540mAclConfigAceIngressPortListSwitch,1.3.6.1.4.1.5468.100.17.1.2.4.1.1.203,column,Unsigned32,read-write,The ingress switch ID for this ACE. The object is only abaliable if AclAceIngressPortListMode is switch. And it is used when this ACE is applied on sp
ML540M-ACL-MIB,ml540mAclConfigAceIngressPortListSwitchPort,1.3.6.1.4.1.5468.100.17.1.2.4.1.1.204,column,Unsigned32,read-write,The ingress switch port for this ACE. The object is only abaliable if AclAceIngressPortListMode is switchport. And it is used when this ACE is applied
ML540M-ACL-MIB,ml540mAclConfigAcePolicyValue,1.3.6.1.4.1.5468.100.17.1.2.4.1.1.205,column,VTSSUnsigned8,read-write,The policy number for this ACE.
ML540M-ACL-MIB,ml540mAclConfigAcePolicyMask,1.3.6.1.4.1.5468.100.17.1.2.4.1.1.206,column,VTSSUnsigned8,read-write,"The policy mask for this ACE. The allowed range is 0x0 to 0xff. If the binary bit value is '0', it means this bit is don't-care. The real matched patt"
ML540M-ACL-MIB,ml540mAclConfigAceSecondLookup,1.3.6.1.4.1.5468.100.17.1.2.4.1.1.207,column,TruthValue,read-write,The second lookup operation for this ACE. This object is only available if the capability object 'ml540mAclCapabilitiesSecondLookupSupported' is True.
ML540M-ACL-MIB,ml540mAclConfigAceVlanId,1.3.6.1.4.1.5468.100.17.1.2.4.1.1.301,column,VTSSUnsigned16,read-write,"The VLAN ID for this ACE. Possible values are: 0(disabled), 1-4095."
ML540M-ACL-MIB,ml540mAclConfigAceVlanTagPriority,1.3.6.1.4.1.5468.100.17.1.2.4.1.1.302,column,VTSSVlanTagPriority,read-write,The VLAN tag priority for this ACE.
ML540M-ACL-MIB,ml540mAclConfigAceVlanTagged,1.3.6.1.4.1.5468.100.17.1.2.4.1.1.303,column,VTSSAclAceVlanTagged,read-write,The 802.1Q VLAN tagged for this ACE. This object is only available if the capability object 'ml540mAclCapabilitiesVlanTaggedSupported' is True.
ML540M-ACL-MIB,ml540mAclConfigAceFrameType,1.3.6.1.4.1.5468.100.17.1.2.4.1.1.401,column,VTSSAclAceFrameType,read-write,The frame type for this ACE.
ML540M-ACL-MIB,ml540mAclConfigAceDestMacOp,1.3.6.1.4.1.5468.100.17.1.2.4.1.1.402,column,VTSSAdvDestMacType,read-write,Indicates how a packet's destination MAC address to be matched.
ML540M-ACL-MIB,ml540mAclConfigAceEtherSrcMacOp,1.3.6.1.4.1.5468.100.17.1.2.4.1.1.501,column,VTSSASType,read-write,Indicates how a Ethernet type packet's source MAC address to be matched. This object is only available if FrameType is ether(1).
ML540M-ACL-MIB,ml540mAclConfigAceEtherSrcMac,1.3.6.1.4.1.5468.100.17.1.2.4.1.1.502,column,MacAddress,read-write,Indicates the 48 bits source MAC address. This object is only available if FrameType is ether(1) and EtherSrcMacOp is specific(1).
ML540M-ACL-MIB,ml540mAclConfigAceEtherDestMac,1.3.6.1.4.1.5468.100.17.1.2.4.1.1.503,column,MacAddress,read-write,Indicates the 48 bits destination MAC address. This object is only available if FrameType is ether(1) and EtherDestMacOp is specific(1).
ML540M-ACL-MIB,ml540mAclConfigAceEtherType,1.3.6.1.4.1.5468.100.17.1.2.4.1.1.504,column,VTSSUnsigned16,read-write,"Indicates the packet's 16 bit Ethernet type field. Possible values are: 0(disabled), 0x600-0xFFFF but excluding 0x800(IPv4), 0x806(ARP) and 0x86DD(IPv"
ML540M-ACL-MIB,ml540mAclConfigAceArpSrcMacOp,1.3.6.1.4.1.5468.100.17.1.2.4.1.1.601,column,VTSSASType,read-write,Indicates how a ARP packet's source MAC address to be matched. This object is only available if FrameType is arp(4).
ML540M-ACL-MIB,ml540mAclConfigAceArpSrcMac,1.3.6.1.4.1.5468.100.17.1.2.4.1.1.602,column,MacAddress,read-write,Indicates the 48 bits source MAC address. This object is only available if FrameType is arp(4) and ArpSrcMacOp is specific(1).
ML540M-ACL-MIB,ml540mAclConfigAceArpSenderIp,1.3.6.1.4.1.5468.100.17.1.2.4.1.1.603,column,IpAddress,read-write,The specified ARP sender IP address. The packet's sender address is AND-ed with the value of ArpSenderIpMask and then compared with the value of this 
ML540M-ACL-MIB,ml540mAclConfigAceArpSenderIpMask,1.3.6.1.4.1.5468.100.17.1.2.4.1.1.604,column,IpAddress,read-write,The specified ARP sender IP address mask. This object is only available if FrameType is arp(4).
ML540M-ACL-MIB,ml540mAclConfigAceArpTargetIp,1.3.6.1.4.1.5468.100.17.1.2.4.1.1.605,column,IpAddress,read-write,The specified ARP target IP address. The packet's target address is AND-ed with the value of ArpTragetIpMask and then compared with the value of this 
